,Airport: Name,lat,long
1325,FORT WORTH SPINKS ARPT,32.5627368,-97.31309619999999
1326,TRENTON MUNICIPAL ARPT,40.083611,-93.59083600000001
1327,ARTHUR DUNN AIR PARK,28.6225412,-80.83431879999999
1328,PALESTINE MUNICIPAL ARPT,31.7813965,-95.7049766
1329,BRIGHAM & WOMEN'S HOSPITAL HELIPORT,42.3361091,-71.1074884
1330,NEWPORT MUNICIPAL ARPT (OR),44.5800356,-124.0583467
1331,TRACY MUNICIPAL ARPT,37.6901765,-121.4440055
1332,HARDY-ANDERS FLD NATCHEZ-ADAMS CNTY,31.6146504,-91.2930461
1333,CORLAND COUNTY ARPT-CHASE FIELD,42.5949627,-76.2152239
1334,LOGAN COUNTY ARPT,37.8560348,-81.912166
1335,AEROFLEX-ANDOVER,41.0087377,-74.737916
1336,DEMOPOLIS MUNICIPAL ARPT,32.46389,-87.95416999999999
1337,BOULDER CITY MUNICIPAL ARPT,35.9482607,-114.8551759
1338,DUBLIN INTL ARPT,53.42644809999999,-6.249909799999999
1339,HORSESHOE BAY RESORT ARPT,30.5266132,-98.35804739999999
1340,WAUPACA MUNICIPAL ARPT,44.3297192,-89.0156605
1341,SLOULIN FLD INTL ARPT,48.176354,-103.6313593
1342,HOUSTON-SOUTHWEST ARPT,29.5075664,-95.4680578
1343,WENDOVER ARPT,40.7195085,-114.0330711
1344,DENNIS F CANTRELL FIELD ARPT,35.0214346,-92.55752919999999
1345,LA ISABELA  INTL ARPT,18.5757922,-69.9818222
1346,COLUMBIA GORGE REGIONAL ARPT,45.6184072,-121.1726446
1347,NORTH PERRY ARPT,26.0021615,-80.2399883
1348,ERNESTO CORTISSOZ,10.8865327,-74.7764783
1349,MIDWEST NATIONAL AIR CENTER ARPT,39.330068,-94.31105199999999
1350,ASTORIA REGIONAL,46.1557664,-123.8818775
1351,AIR LOGISTICS GALLIANO HELIPORT,29.4145888,-90.2957065
1352,ROBERT R WELLS JR ARPT,29.6416745,-96.51579679999999
1353,VICTORIA INTL,48.6481032,-123.4286602
1354,ETMC - ATHENS HELIPORT,32.16988,-95.84468799999999
1355,LUXEMBOURG INTL ARPT,49.6289002,6.2147446
1356,LAKE IN THE HILLS,42.18169080000001,-88.33036179999999
1357,IMMOKALEE REGIONAL ARPT,26.432947,-81.40229339999999
1358,SOUTH ALABAMA REGIONAL ARPT,31.3087484,-86.39197109999999
1359,ANIAK AIRPORT,61.5787947,-159.5345762
1360,MOBILE AIRPORT,30.692512,-88.24549359999999
1361,WAKE ISLAND AIRFIELD,19.279619,166.6499348
1362,ROTA INTL ARPT,14.172008,145.243761
1363,BUCKEYE MUNICIPAL ARPT,33.4202423,-112.6828536
1364,AK CHIN COMMUNITY AIRFIELD,32.989403,-111.9179179
1365,CHATHAM MUNICIPAL ARPT,42.3061946,-82.0795545
1366,MICHIGAN CITY MUNICIPAL ARPT,41.703871,-86.821163
1367,BOONE COUNTY ARPT,36.2639389,-93.1514816
1368,HANOVER COUNTY MUNICIPAL ARPT,37.70809,-77.43620299999999
1369,BRIGHAM CITY ARPT,41.552419,-112.0629715
1370,TIPTON ARPT,39.08794899999999,-76.75934099999999
1371,KENTMORR AIRPARK,38.9178795,-76.3591754
1372,LEBANON-WARREN COUNTY ARPT,39.4552554,-84.2541317
1373,EAGLE CREEK AIRPARK,39.827732,-86.2988128
1374,MALAGA ARPT,36.6767428,-4.4938696
1375,GENERAL ROBERTO FIERRO VILLALOBOS INTL,28.7040064,-105.96896
1376,TORONTO/BUTTONVILLE MUNICIPAL,43.8618446,-79.3695644
1377,PLATTSBURGH INTL ARPT,44.6520597,-73.46792030000002
1378,GUSTAVO ROJAS PINILLA INTL ARPT,12.5861164,-81.7021578
1379,BRAINERD-CROW WING,46.3526733,-94.2020084
1380,SEMINOLE MUNICIPAL ARPT,35.2702445,-96.67153929999999
1381,LONE STAR EXECUTIVE ARPT,30.34969449999999,-95.4139893
1382,BOB SIKES ARPT,30.7771025,-86.5246482
1383,HESPERIA ARPT,34.37952,-117.31265
1384,SUSSEX COUNTY ARPT,41.20027899999999,-74.6230549
1385,V C BIRD INTL ARPT,17.1416455,-61.79054859999999
1386,UKIAH MUNICIPAL ARPT,39.1276682,-123.2013619
1387,WEST PLAINS REGIONAL ARPT,36.8777069,-91.9026732
1388,TUNICA MUNI ARPT,34.683299,-90.351412
1389,GARNER FIELD ARPT,29.2143881,-99.7413838
1390,DESTIN-FORT WALTON BEACH ARPT,30.49545509999999,-86.54984639999999
1391,FAYETTE COOUNTY ARPT,35.2081978,-89.3942366
1392,NORTH BIG HORN COUNTY ARPT,44.9157452,-108.4547831
1393,UPSHUR COUNTY REGIONAL ARPT,38.9997062,-80.27734099999999
1394,GOSHEN MUNICIPAL ARPT,41.5231012,-85.7943008
1395,GRANT-MILAN MUNI ARPT,35.167278,-107.902056
1396,LAKE HAVASU CITY ARPT,34.5694092,-114.3571987
1397,VICTORIA HARBOUR,22.2825275,114.1689867
1398,TWENTYNINE PALMS,34.1355582,-116.0541689
1399,MACKINAC COUNTY ARPT,45.8944175,-84.7331586
1400,LA ROMANA INTL,18.4484458,-68.9118337
1401,HUTCHINSON MUNICIPAL,38.0538773,-97.9366618
1402,DELAWARE MUNICIPAL ARPT,40.2815721,-83.1132654
1403,GENEVA INTL ARPT,46.23700969999999,6.1091564
1404,GALILEO GALILEI ARPT,43.6890842,10.3978845
1405,GUANAJUATO DEL BAJIO INTL,20.993517,-101.4805699
1406,JAMES CLEMENTS MUNICIPAL ARPT,43.546944,-83.89499699999999
1407,MEFFORD FIELD ARPT,36.1560737,-119.3289822
1408,AULTMAN HOSPITAL HELLIPORT,40.810702,-81.3961645
1409,CRAWFORDSVILLE MUNI ARPT,39.9804039,-86.9169158
1410,WINCHESTER REGIONAL ARPT,39.1430075,-78.14752460000001
1411,HALIFAX INTL,44.8835607,-63.5094067
1412,INDIANAPOLIS REGIONAL ARPT,39.8434579,-85.901844
1413,ST LUKE'S NORTHLAND HOSPITAL HELIPORT,30.2065138,-95.4571818
1414,LAKE CUMBERLAND REGIONAL ARPT,37.0552101,-84.61007000000001
1415,FREMONT AIRPORT,41.3341944,-83.15958909999999
1416,SHANDS JACKSONVILLE HOSPITAL HELIPORT,30.3495067,-81.6654452
1417,HICKORY REGIONAL ARPT,35.7422447,-81.3892546
1418,AQUASCALIENTES,21.8852562,-102.2915677
1419,BROWN FLD MUNICIPAL ARPT,32.5705504,-116.9810485
1420,QUINN FIELD ARPT,0.0,0.0
1421,UNIV OF MD SHOCK TRAUMA CTR HELIPORT,39.2874741,-76.6258071
1422,LOUDOUN HOSPITAL CENTER HELIPORT,39.07404500000001,-77.477535
1423,REDWOOD FALLS MUNICIPAL ARPT,44.5438613,-95.0803756
1424,PORT GRAHAM ARPT,59.349254,-151.8309863
1425,TULLAHOMA REGIONAL ARPT,35.3801451,-86.2478943
1426,MARANA REGIONAL ARPT,32.4031295,-111.2196578
1427,WEST KENTUCKY AIRPARK,36.962507,-86.4269221
1428,GRAYSON COUNTY ARPT,33.7127772,-96.666761
1429,GATLINBURG- PIGEON FORGE ARPT,35.8603757,-83.5389826
1430,HIDDEN LAKE ARPT,28.2833807,-82.6405621
1431,RIO VISTA MUNICIPAL ARPT,38.1929221,-121.7034704
1432,HICKS AIRFIELD,32.9307681,-97.4124288
1433,EAGLE'S NEST ARPT,38.0788307,-78.94263509999999
1434,SMITH FIELD ARPT,41.14032419999999,-85.1515792
1435,ELIZABETHTON MUNICIPAL ARPT,36.3675748,-82.1780294
1436,WARROAD INTL MEMORIAL ARPT,48.9324113,-95.3412453
1437,STUTTGART MUNICIPAL ARPT,34.5974497,-91.57510510000002
1438,PRYOR FIELD REGIONAL ARPT,34.6590419,-86.9479374
1439,EAST 34TH STREET HELIPORT,40.7425701,-73.97194859999999
1440,WINTER HAVEN'S GILBERT ARPT,28.0654274,-81.75307670000001
1441,CULPEPER REGIONAL ARPT,38.5269838,-77.8619528
1442,JACK MCNAMARA FLD,41.7747891,-124.2371456
1443,ST. JOHNS INTL,47.6212101,-52.7424429
1444,PORTERVILLE MUNICIPAL ARPT,36.03025969999999,-119.0587259
1445,MOJAVE ARPT,35.056783,-118.157814
1446,HERLONG ARPT,30.28055,-81.809465
1447,DRAKE FIELD ARPT,36.0034182,-94.1719488
1448,ST LANDRY PARISH ARPT-AHART FIELD,30.5585475,-92.0996222
